SaleID,CustomerID,EmployeeID,StoreID,SaleDate,PaymentMethod,TotalAmount,TransactionStatus
2359,444,22,2,2023-07-29,Online,41355.74,Pending
2360,203,12,4,2025-12-18,Transfer,17690.4,Pending
2361,182,29,4,2024-11-21,Card,44821.22,Cancelled
2362,314,2,3,2023-05-11,Transfer,12922.3,Cancelled
2363,108,20,4,2023-03-27,Transfer,13863.16,Completed
2364,228,4,2,2025-09-07,Transfer,11590.02,Cancelled
2365,26,2,8,2024-02-12,Transfer,5666.97,Pending
2366,445,3,6,2025-10-01,Online,28462.89,Pending
2367,109,4,6,2023-07-25,Transfer,5396.24,Completed
2368,43,8,3,2023-08-14,Online,43865.96,Completed
2369,69,26,10,2024-12-01,Transfer,21255.41,Cancelled
2370,472,8,3,2025-02-20,Cash,10429.55,Cancelled
2371,30,24,10,2025-05-03,Transfer,5651.78,Cancelled
2372,39,5,4,2023-01-23,POS,8304.8,Pending
2373,187,19,1,2025-03-12,POS,7904.45,Completed
2374,136,17,2,2024-05-13,Online,20925.02,Cancelled
2375,427,26,4,2025-04-26,Online,8841.04,Cancelled
2376,107,11,5,2025-11-16,Card,24098.83,Pending
2377,164,5,8,2025-06-24,Card,5524.13,Pending
2378,336,20,2,2023-02-03,Online,3904.15,Completed
2379,408,17,5,2023-08-29,POS,28947.12,Cancelled
2380,170,8,1,2024-10-21,POS,28094.75,Pending
2381,155,21,1,2025-12-15,POS,25065.08,Cancelled
2382,402,8,3,2025-10-31,Card,5934.42,Pending
2383,429,30,4,2025-10-09,Online,27479.25,Cancelled
2384,378,6,5,2025-01-17,Online,18443.02,Pending
2385,356,28,2,2025-02-15,Transfer,6299.41,Cancelled
2386,292,10,2,2024-07-23,Transfer,6122.88,Pending
2387,386,9,8,2025-07-18,Transfer,8559.11,Cancelled
2388,399,3,5,2025-07-09,Cash,49891.3,Cancelled
2389,493,22,9,2025-04-06,Transfer,43253.09,Cancelled
2390,109,28,9,2025-06-19,POS,45506.04,Pending
2391,319,15,6,2023-11-19,Transfer,11287.83,Completed
2392,199,2,2,2023-09-20,Cash,41346.7,Completed
2393,305,4,10,2023-10-12,Cash,504.78,Pending
2394,386,9,9,2024-01-25,POS,2351.27,Cancelled
2395,350,30,10,2025-10-17,Cash,17583.27,Pending
2396,313,10,7,2025-02-26,Card,16061.68,Cancelled
2397,185,4,3,2023-10-25,Card,21636.76,Completed
2398,248,8,4,2023-03-31,Transfer,33267.72,Pending
2399,469,10,7,2024-12-16,Transfer,43120.13,Cancelled
2400,234,15,2,2025-08-26,POS,44181.61,Cancelled
2401,146,17,8,2024-03-10,Cash,21315.1,Completed
2402,399,16,3,2023-07-26,Transfer,6998.89,Completed
2403,373,19,3,2025-08-30,POS,43416.36,Cancelled
2404,303,26,6,2025-09-14,Cash,42013.57,Cancelled
2405,276,20,2,2023-10-05,Online,48963.52,Pending
2406,202,25,4,2023-03-05,Online,44571.97,Completed
2407,298,18,9,2023-08-12,Online,36823.43,Pending
2408,431,23,5,2024-05-14,Cash,25453.88,Completed
2409,451,24,6,2023-01-15,Transfer,19379.71,Pending
2410,419,18,8,2023-02-02,Card,46142.95,Pending
2411,271,29,2,2025-02-27,Transfer,47365.76,Cancelled
2412,205,19,2,2023-12-29,Cash,47674.43,Pending
2413,410,20,5,2025-03-01,Cash,4785.02,Cancelled
2414,38,23,6,2023-12-04,POS,48289.13,Cancelled
2415,418,25,7,2023-10-17,POS,36016.04,Cancelled
2416,82,24,8,2023-06-16,Transfer,30109.04,Cancelled
2417,49,21,5,2023-10-06,POS,16764.91,Cancelled
2418,417,21,3,2025-07-13,Online,19049.36,Completed
2419,30,11,5,2025-11-19,POS,25727.19,Completed
2420,161,8,9,2025-12-01,Online,34554.91,Pending
2421,38,11,10,2024-10-07,Cash,46595.15,Pending
2422,286,19,6,2024-11-17,Transfer,40759.1,Completed
2423,194,1,10,2023-09-12,Online,39628.01,Cancelled
2424,235,26,2,2025-12-01,POS,42256.03,Cancelled
2425,435,18,6,2025-06-28,Transfer,48226.09,Cancelled
2426,115,27,1,2023-09-19,Transfer,47700.36,Pending
2427,336,4,2,2025-06-28,Online,15398.08,Pending
2428,495,9,4,2023-06-06,Transfer,8662.82,Cancelled
2429,382,19,4,2024-09-11,Card,8528.73,Cancelled
2430,441,17,7,2025-01-02,Transfer,2042.03,Cancelled
2431,116,16,8,2024-12-01,Cash,49931.84,Cancelled
2432,21,28,6,2023-08-10,Card,42201.73,Completed
2433,107,24,1,2024-05-02,POS,23562.63,Pending
2434,452,16,10,2025-02-21,Cash,26697.6,Pending
2435,373,23,9,2023-04-01,Card,21814.3,Completed
2436,181,15,6,2024-02-12,Online,45647.62,Pending
2437,281,13,5,2023-11-28,Online,11401.63,Completed
2438,184,8,5,2025-08-16,POS,12411.28,Completed
2439,173,17,5,2023-01-29,Transfer,22636.44,Completed
2440,231,13,7,2024-03-14,POS,44662.95,Pending
2441,472,8,2,2025-04-27,POS,36984.06,Completed
2442,54,29,9,2023-11-18,POS,10328.66,Cancelled
2443,317,3,1,2025-05-06,POS,7128.13,Completed
2444,18,5,2,2023-02-11,Online,8771.9,Completed
2445,287,25,7,2025-12-30,Cash,22069.91,Pending
2446,450,6,3,2023-01-03,Card,42612.6,Pending
2447,124,6,3,2023-03-04,Online,29638.48,Cancelled
2448,496,6,10,2023-04-20,POS,24926.24,Cancelled
2449,160,3,7,2025-04-17,Cash,13319.72,Cancelled
2450,20,30,7,2023-10-28,Cash,6346.24,Completed
2451,243,11,10,2024-07-21,Transfer,9420.96,Pending
2452,48,30,8,2023-07-07,Online,9888.76,Pending
2453,227,11,4,2024-08-17,Online,16619.17,Completed
2454,158,14,9,2024-01-27,Online,16575.92,Pending
2455,141,1,5,2023-03-25,Cash,9763.22,Cancelled
2456,252,13,8,2025-09-21,Cash,28169.71,Pending
2457,477,27,7,2025-04-27,Online,49985.37,Pending
2458,409,4,8,2025-12-03,Card,39389.16,Pending
2459,88,9,5,2023-07-07,POS,35260.72,Completed
2460,157,22,4,2024-04-24,Card,32404.51,Pending
2461,222,24,3,2024-12-29,Online,40074.65,Pending
2462,198,28,5,2025-01-02,Online,5220.7,Completed
2463,493,29,6,2025-10-18,Online,28266.08,Pending
2464,83,1,10,2023-03-31,Cash,48202.43,Completed
2465,298,23,9,2025-11-21,Transfer,31461.01,Completed
2466,174,19,7,2025-01-15,Cash,42041.34,Pending
2467,419,2,1,2025-10-01,Online,18140.77,Cancelled
2468,166,9,10,2023-06-30,Card,8379.92,Pending
2469,17,28,2,2024-01-21,Transfer,31549.24,Cancelled
2470,407,17,9,2023-09-26,Card,39774.98,Cancelled
2471,306,10,5,2025-04-13,Cash,3067.56,Cancelled
2472,250,24,8,2023-01-06,Cash,35763.33,Pending
2473,44,11,5,2023-02-21,Cash,47916.14,Completed
2474,209,2,1,2024-09-27,Transfer,23951.82,Completed
2475,385,8,10,2023-10-25,Online,13394.51,Cancelled
2476,334,14,2,2025-01-09,Card,20909.05,Pending
2477,386,20,3,2025-12-03,Cash,44293.63,Completed
2478,72,19,2,2025-07-09,Cash,38770.29,Pending
2479,52,28,9,2025-03-11,POS,38270.88,Completed
2480,378,29,6,2025-09-23,Card,30215.91,Cancelled
2481,466,11,6,2024-12-23,POS,38531.47,Cancelled
2482,313,22,8,2024-12-29,Online,21250.03,Cancelled
2483,341,17,4,2023-11-12,POS,30709.89,Completed
2484,493,9,5,2023-11-10,POS,45427.94,Cancelled
2485,190,27,4,2024-04-20,POS,49479.53,Pending
2486,425,23,9,2025-03-27,Cash,12989.54,Completed
2487,10,11,3,2024-06-11,Cash,41043.14,Cancelled
2488,34,8,10,2023-06-16,Cash,5821.98,Pending
2489,441,25,8,2023-06-24,Cash,45000.13,Cancelled
2490,498,10,5,2025-12-08,Card,3603.7,Completed
2491,453,5,10,2025-05-19,Card,47643.03,Pending
2492,289,9,3,2024-05-05,POS,12289.63,Pending
2493,483,15,6,2025-11-04,Online,36488.27,Cancelled
2494,33,8,4,2025-02-27,Transfer,8187.6,Completed
2495,186,1,10,2023-07-13,Cash,11644.75,Pending
2496,376,4,1,2023-04-24,Transfer,17579.17,Cancelled
2497,351,9,2,2023-06-28,POS,1386.89,Pending
2498,338,8,6,2024-10-21,POS,819.64,Pending
2499,487,19,5,2024-07-23,Online,16409.25,Completed
2500,59,23,2,2024-09-29,POS,29328.95,Cancelled
2501,496,17,5,2023-07-28,Card,30631.5,Pending
2502,430,29,9,2025-03-29,Online,11535.09,Cancelled
2503,494,8,7,2024-09-29,Online,48574.51,Pending
2504,327,28,4,2024-12-30,Card,16768.77,Cancelled
2505,127,29,8,2023-03-18,Online,8021.31,Pending
2506,360,6,6,2023-08-27,Cash,15743.6,Cancelled
2507,498,13,2,2024-02-05,Online,34022.93,Pending
2508,344,16,7,2024-02-23,Transfer,35013.39,Cancelled
2509,24,18,9,2024-11-18,POS,33109.22,Pending
2510,298,20,8,2025-12-09,POS,3375.13,Cancelled
2511,381,23,2,2023-10-28,Online,42551.49,Pending
2512,138,7,7,2023-07-19,Cash,44129.1,Pending
2513,149,17,3,2025-11-20,Online,43812.77,Pending
2514,132,14,10,2023-12-20,Cash,44956.75,Cancelled
2515,209,10,3,2024-08-22,Card,27046.5,Completed
2516,224,5,8,2025-08-03,Card,18247.2,Cancelled
2517,22,20,2,2023-02-06,POS,33474.77,Pending
2518,3,16,8,2023-09-08,Transfer,47359.84,Completed
2519,225,15,8,2023-08-03,Card,44242.28,Completed
2520,190,21,8,2025-09-10,Online,20724.28,Pending
2521,216,1,10,2025-01-19,Transfer,5959.81,Completed
2522,481,7,2,2024-12-09,Cash,39199.26,Completed
2523,256,23,1,2023-02-24,POS,9344.16,Completed
2524,380,21,1,2025-05-02,Card,18542.58,Completed
2525,468,16,7,2023-08-21,Online,26233.95,Completed
2526,412,13,7,2025-11-24,Online,44040.17,Pending
2527,354,2,3,2023-07-06,Online,41331.06,Completed
2528,64,5,2,2024-10-05,Transfer,17470.88,Cancelled
2529,190,9,4,2024-08-21,Card,47908.31,Completed
2530,26,14,2,2025-07-12,Online,39419.99,Cancelled
2531,315,29,6,2025-04-22,Cash,44941.18,Pending
2532,354,8,5,2025-05-19,Card,4319.0,Cancelled
2533,50,22,3,2025-02-08,Cash,15586.57,Completed
2534,378,23,10,2024-12-20,Online,22052.57,Completed
2535,337,19,1,2023-05-03,Card,15590.02,Cancelled
2536,421,11,10,2025-04-10,Transfer,39834.57,Pending
2537,7,12,2,2025-07-15,Transfer,48017.42,Pending
2538,234,14,4,2023-02-21,Transfer,33254.06,Cancelled
2539,271,4,10,2025-04-21,POS,29288.39,Completed
2540,407,20,5,2025-06-18,Cash,27664.77,Cancelled
2541,303,6,4,2024-07-20,Online,649.59,Completed
2542,423,1,6,2023-08-09,Transfer,5283.51,Cancelled
2543,461,24,8,2023-01-01,Cash,15023.12,Completed
2544,463,20,10,2025-09-17,POS,11814.76,Cancelled
2545,361,20,7,2023-08-09,Cash,40967.57,Cancelled
2546,245,17,8,2023-04-20,POS,9643.96,Completed
2547,186,16,8,2024-08-17,Transfer,36946.57,Cancelled
2548,18,3,6,2025-11-09,Cash,11725.61,Pending
2549,111,9,10,2023-05-17,Card,45734.53,Completed
2550,8,1,5,2025-09-06,Transfer,34017.69,Cancelled
2551,196,5,2,2025-07-10,Transfer,18983.25,Completed
2552,60,12,1,2025-05-18,Online,22586.68,Completed
2553,354,13,8,2025-12-29,Card,16675.79,Cancelled
2554,420,25,7,2023-11-15,Card,35679.61,Completed
2555,77,12,3,2023-10-25,POS,12953.14,Completed
2556,177,27,8,2025-07-19,Cash,5115.1,Pending
2557,209,14,8,2025-01-16,Transfer,26787.22,Cancelled
2558,102,15,3,2023-04-01,Online,26380.37,Completed
2559,82,19,2,2024-02-20,Cash,41220.38,Cancelled
2560,86,17,3,2024-04-03,Online,42233.08,Completed
2561,55,30,1,2023-02-16,Cash,30271.96,Completed
2562,208,2,4,2024-06-07,POS,2434.6,Cancelled
2563,58,30,2,2024-08-01,Transfer,15721.28,Completed
2564,194,3,9,2025-06-03,POS,40368.16,Completed
2565,64,10,3,2024-08-15,Card,15825.95,Cancelled
2566,455,30,4,2023-12-05,POS,23104.05,Cancelled
2567,437,5,10,2023-09-04,Card,24012.37,Pending
2568,169,16,4,2025-04-11,Online,41574.19,Cancelled
2569,190,15,5,2024-04-29,Online,35788.11,Pending
2570,483,27,1,2025-02-25,Card,1307.57,Cancelled
2571,286,29,3,2023-10-30,Online,38302.94,Pending
2572,422,26,5,2025-04-14,Card,8119.78,Completed
2573,99,21,5,2024-05-28,POS,7645.92,Pending
2574,397,16,5,2023-08-01,Transfer,13268.02,Pending
2575,37,13,5,2024-04-03,Card,5076.53,Cancelled
2576,193,27,7,2023-12-07,Cash,41213.79,Completed
2577,314,13,7,2023-05-19,Online,48488.3,Completed
2578,166,24,5,2024-02-07,Card,42732.76,Pending
2579,247,18,7,2023-02-20,Cash,12884.79,Completed
2580,158,26,2,2023-04-23,Card,34718.11,Completed
2581,11,5,1,2023-11-03,Card,33045.68,Pending
2582,84,24,2,2025-12-24,POS,15704.5,Completed
2583,21,26,2,2024-07-17,POS,44945.52,Pending
2584,375,17,5,2023-06-29,Online,32683.26,Completed
2585,460,15,3,2024-09-09,Online,3543.67,Cancelled
2586,358,23,8,2024-07-26,POS,40758.66,Pending
2587,481,30,9,2025-12-11,Online,15444.96,Completed
2588,430,24,4,2023-03-05,Transfer,31134.75,Pending
2589,370,6,2,2025-03-02,Transfer,16621.25,Completed
2590,235,23,2,2025-12-15,Online,44910.68,Pending
2591,453,30,1,2024-09-21,Cash,44521.52,Completed
2592,282,9,2,2024-09-07,POS,19933.88,Pending
2593,248,21,6,2023-08-07,Card,31132.31,Completed
2594,383,12,4,2025-11-04,Cash,16580.34,Completed
2595,469,7,4,2023-06-04,POS,48099.37,Pending
2596,248,1,2,2024-05-12,Cash,21116.72,Completed
2597,67,23,6,2023-05-13,Transfer,20281.9,Completed
2598,480,18,8,2025-07-13,Card,45763.25,Pending
2599,346,25,9,2024-08-24,POS,5728.42,Completed
2600,102,29,5,2025-04-28,Transfer,3487.35,Cancelled
2601,497,30,2,2025-09-30,Transfer,5559.51,Pending
2602,159,30,8,2025-01-20,Online,27350.25,Pending
2603,275,21,9,2025-04-02,Card,27416.93,Cancelled
2604,346,16,5,2025-08-09,Cash,6152.75,Cancelled
2605,336,20,9,2025-05-12,Cash,13857.98,Cancelled
2606,417,1,8,2024-02-11,Transfer,17138.61,Completed
2607,262,1,7,2024-05-18,Card,28806.23,Completed
2608,201,16,3,2024-05-21,Card,31525.54,Completed
2609,354,29,9,2025-03-01,Online,22248.18,Cancelled
2610,84,1,8,2024-07-07,Transfer,12701.33,Completed
2611,249,30,4,2023-09-04,Card,37185.92,Cancelled
2612,170,21,9,2025-04-06,POS,14526.91,Completed
2613,27,20,10,2025-02-27,Card,7452.55,Completed
2614,126,30,8,2025-04-15,Cash,25846.64,Cancelled
2615,368,18,2,2025-05-08,POS,47463.76,Pending
2616,32,22,5,2025-11-19,Card,1826.72,Cancelled
2617,145,20,1,2023-01-18,Online,14577.89,Completed
2618,191,3,8,2023-10-30,Card,14512.85,Cancelled
2619,396,26,8,2023-08-26,Transfer,48638.63,Cancelled
2620,140,24,5,2023-08-08,Cash,29636.24,Completed
2621,187,14,4,2025-03-24,Card,15247.92,Pending
2622,497,4,2,2023-11-02,POS,42530.18,Cancelled
2623,463,27,6,2024-09-28,Online,10565.5,Pending
2624,365,8,5,2024-02-16,Card,46537.72,Cancelled
2625,415,11,10,2025-05-16,Cash,38920.83,Completed
2626,353,11,3,2025-11-02,Online,15189.71,Pending
2627,114,9,2,2025-02-13,POS,8867.04,Cancelled
2628,129,27,4,2025-07-11,Online,45733.77,Cancelled
2629,456,15,10,2023-08-10,Online,31925.36,Completed
2630,201,23,2,2025-01-29,POS,30301.86,Cancelled
2631,421,29,7,2025-12-14,Transfer,32144.98,Cancelled
2632,357,14,1,2024-04-12,Cash,3317.78,Cancelled
2633,420,15,7,2024-08-24,Transfer,41517.02,Cancelled
2634,175,22,6,2024-10-18,Transfer,19495.67,Completed
2635,304,28,2,2024-10-24,Card,4380.28,Completed
2636,39,5,3,2025-10-27,POS,18939.08,Cancelled
2637,222,10,4,2024-02-28,Cash,32615.9,Pending
2638,368,23,9,2025-02-20,Transfer,24744.94,Completed
2639,170,29,1,2024-06-30,Card,17753.74,Pending
2640,107,13,9,2024-10-02,Online,8360.65,Completed
2641,378,27,8,2025-05-14,Cash,42285.77,Cancelled
2642,50,23,1,2023-08-01,Transfer,30897.43,Completed
2643,179,16,4,2025-10-18,Transfer,12156.21,Pending
2644,172,6,5,2023-01-02,Cash,2407.62,Completed
2645,297,10,4,2025-11-21,Transfer,24253.25,Completed
2646,17,4,7,2024-04-13,POS,27568.82,Cancelled
2647,466,20,2,2024-11-03,Transfer,35740.3,Cancelled
2648,278,3,9,2023-10-16,Cash,33787.52,Pending
2649,182,7,2,2025-01-10,Online,26550.42,Cancelled
2650,338,24,6,2024-08-29,POS,4683.03,Cancelled
2651,116,7,7,2023-11-07,Transfer,13363.12,Cancelled
2652,274,24,6,2024-03-23,Card,27830.42,Cancelled
2653,452,24,6,2024-01-14,Cash,28656.88,Pending
2654,423,20,3,2023-12-21,Card,41354.61,Pending
2655,355,14,10,2025-05-21,POS,31523.38,Pending
2656,1,7,1,2025-09-14,Card,36297.56,Pending
2657,405,11,9,2025-01-06,POS,5445.72,Pending
2658,98,25,4,2024-09-01,POS,26289.25,Pending
2659,171,21,2,2023-12-28,Card,43483.49,Cancelled
2660,233,23,10,2025-10-06,Transfer,10700.19,Cancelled
2661,11,29,5,2024-08-08,POS,32001.24,Completed
2662,343,15,9,2023-09-09,Transfer,33984.72,Cancelled
2663,127,20,9,2024-07-08,Online,10357.94,Cancelled
2664,479,13,10,2024-11-17,Cash,38106.83,Pending
2665,485,14,6,2023-05-17,Transfer,9706.73,Completed
2666,247,6,5,2024-10-10,Card,24309.33,Completed
2667,337,23,4,2024-05-15,Online,9783.71,Pending
2668,375,14,2,2023-02-04,Online,31445.33,Cancelled
2669,140,5,6,2023-08-26,Online,555.32,Pending
2670,429,16,3,2025-09-10,POS,1297.97,Cancelled
2671,223,11,1,2024-01-08,Online,5329.75,Completed
2672,153,12,6,2023-05-06,Cash,33907.52,Cancelled
2673,69,20,3,2024-12-25,Online,17569.53,Completed
2674,405,17,6,2025-08-09,Transfer,45350.24,Pending
2675,492,19,6,2025-05-30,Cash,37787.19,Completed
2676,115,16,1,2024-05-24,POS,34796.43,Cancelled
2677,475,29,5,2023-10-13,POS,27251.62,Pending
2678,500,8,2,2023-05-02,Online,37178.42,Cancelled
2679,47,30,5,2023-08-14,Cash,2452.42,Pending
2680,479,7,10,2023-04-26,Online,39201.88,Cancelled
2681,383,1,1,2024-07-05,Online,11757.17,Pending
2682,466,4,10,2024-04-17,POS,19317.55,Completed
2683,99,4,3,2024-04-02,Cash,25125.27,Cancelled
2684,166,3,10,2025-07-30,Cash,21150.03,Completed
2685,344,12,5,2024-12-08,Transfer,28018.41,Cancelled
2686,365,13,4,2023-10-16,POS,6032.88,Cancelled
2687,260,5,10,2024-03-23,POS,25186.02,Cancelled
2688,91,14,2,2023-03-26,Card,772.69,Pending
2689,96,7,4,2024-09-19,Transfer,35654.63,Pending
2690,287,6,4,2023-09-08,Online,39687.76,Completed
2691,217,15,6,2023-01-07,POS,43261.36,Completed
2692,212,6,4,2025-08-13,Online,8088.69,Pending
2693,125,7,1,2024-12-20,Transfer,30375.37,Cancelled
2694,189,13,10,2025-04-25,POS,37842.07,Pending
2695,376,21,7,2024-03-12,Online,3674.6,Cancelled
2696,153,2,8,2023-05-17,Cash,27234.07,Pending
2697,254,10,4,2025-12-03,POS,17128.15,Completed
2698,390,2,6,2025-12-03,Online,26850.11,Completed
2699,90,20,9,2024-07-08,POS,23719.26,Pending
2700,358,14,5,2024-12-27,Online,31916.26,Pending
2701,99,13,6,2024-08-14,Cash,12900.86,Cancelled
2702,333,19,6,2023-02-22,POS,37443.39,Completed
2703,458,29,6,2025-07-10,Online,33389.6,Completed
2704,463,12,9,2023-02-26,Card,42657.75,Pending
2705,314,22,5,2023-09-06,POS,21961.6,Pending
2706,341,21,7,2025-08-05,Cash,41457.54,Pending
2707,87,7,9,2024-01-03,Online,1729.84,Completed
2708,117,22,6,2024-09-25,Cash,25456.37,Completed
2709,293,29,6,2025-06-08,Cash,9705.55,Completed
2710,77,6,6,2025-07-18,POS,1456.1,Pending
2711,386,22,2,2024-05-17,Cash,11688.58,Cancelled
2712,473,16,6,2025-09-07,Transfer,36548.88,Completed
2713,255,19,2,2024-03-29,POS,25364.24,Completed
2714,394,19,7,2023-06-30,Transfer,2708.25,Completed
2715,488,19,2,2025-12-13,POS,17262.47,Pending
2716,339,15,5,2024-07-28,Online,39992.06,Pending
2717,82,24,7,2025-11-27,Transfer,35296.77,Pending
2718,468,14,6,2023-11-17,Card,36165.18,Completed
2719,139,9,8,2024-06-04,Card,5088.24,Pending
2720,46,4,1,2024-02-10,Transfer,48601.08,Cancelled
2721,159,19,4,2025-12-08,Card,12009.57,Cancelled
2722,118,4,2,2023-09-28,Card,35437.65,Cancelled
2723,500,25,3,2024-11-15,POS,42444.37,Completed
2724,257,23,1,2023-12-08,Card,23933.13,Cancelled
2725,106,8,4,2023-01-01,POS,1647.57,Pending
2726,177,7,3,2025-04-10,POS,27636.37,Completed
2727,170,15,6,2024-10-21,Card,34463.7,Pending
2728,241,11,8,2023-08-04,Cash,6845.71,Pending
2729,356,3,3,2023-01-01,POS,8314.53,Completed
2730,174,3,4,2024-07-03,Transfer,28625.83,Completed
2731,297,3,6,2023-11-08,Online,45084.53,Cancelled
2732,389,6,5,2024-06-10,Card,20604.26,Pending
2733,297,8,7,2023-12-13,Card,10879.19,Pending
2734,257,17,1,2024-07-23,Cash,47893.31,Completed
2735,444,12,3,2023-08-16,Card,32720.33,Cancelled
2736,378,8,1,2025-10-24,Online,20529.48,Cancelled
2737,492,27,3,2024-11-09,Cash,43350.93,Completed
2738,218,3,10,2025-08-15,Online,10588.84,Completed
2739,243,23,3,2023-05-05,Online,717.19,Pending
2740,488,28,3,2024-09-17,Online,32129.28,Pending
2741,357,4,2,2023-06-22,Cash,49144.92,Cancelled
2742,440,21,9,2025-12-01,POS,5292.98,Cancelled
2743,421,10,7,2025-09-29,POS,13763.05,Cancelled
2744,107,14,2,2025-10-02,Card,36593.62,Pending
2745,197,10,2,2025-04-09,Cash,4666.47,Pending
2746,226,16,9,2025-06-29,Online,15099.81,Completed
2747,50,12,7,2023-06-26,POS,34621.52,Cancelled
2748,299,20,4,2025-02-06,Transfer,6881.74,Completed
2749,343,21,9,2025-02-18,POS,4401.49,Cancelled
2750,458,29,8,2024-10-05,Online,19994.27,Completed
2751,454,24,6,2025-06-06,Online,20601.83,Pending
2752,403,29,9,2024-06-24,Card,40592.12,Completed
2753,447,26,2,2025-07-23,POS,46826.86,Pending
2754,5,2,4,2023-11-04,Cash,42576.6,Cancelled
2755,359,29,7,2025-09-09,Online,3890.98,Cancelled
2756,274,26,3,2024-06-16,Card,27081.54,Pending
2757,223,25,9,2023-03-20,POS,40558.89,Pending
2758,284,10,1,2023-10-21,Transfer,9660.49,Completed
2759,498,25,5,2023-12-12,Online,36960.05,Pending
2760,21,17,1,2024-09-26,Online,15828.58,Cancelled
2761,300,10,2,2025-06-13,Transfer,49881.59,Completed
2762,152,1,6,2023-07-16,Transfer,33382.64,Completed
2763,204,7,4,2023-09-06,Card,34957.81,Cancelled
2764,469,12,3,2023-05-15,POS,12323.16,Completed
2765,100,20,5,2025-02-23,Online,35790.51,Pending
2766,269,24,5,2023-10-04,Card,43254.97,Completed
2767,430,27,5,2024-01-30,POS,14969.48,Completed
2768,233,21,1,2024-12-10,Cash,45354.39,Cancelled
2769,485,20,7,2024-04-11,POS,35994.01,Cancelled
2770,361,27,9,2025-03-25,Online,23289.99,Completed
2771,90,24,8,2024-03-23,Card,46179.39,Cancelled
2772,106,4,10,2023-05-08,POS,9169.96,Cancelled
2773,278,8,1,2024-07-09,Transfer,49959.75,Pending
2774,240,9,7,2023-10-23,Online,45480.14,Completed
2775,103,3,4,2024-03-14,Transfer,20843.2,Pending
2776,32,20,3,2023-02-07,Transfer,41060.47,Cancelled
2777,367,20,6,2024-01-16,Transfer,9821.32,Pending
2778,366,19,10,2023-05-08,Online,32875.4,Completed
2779,469,18,9,2025-12-13,POS,19353.15,Completed
2780,202,26,3,2024-08-09,Card,20181.52,Cancelled
2781,319,11,6,2024-05-26,POS,21786.88,Pending
2782,167,11,10,2023-07-19,Cash,28228.44,Cancelled
2783,266,10,8,2023-01-25,Online,4182.15,Cancelled
2784,106,18,4,2023-05-11,Cash,39628.96,Completed
2785,467,21,4,2025-10-20,Cash,39603.96,Pending
2786,331,2,10,2023-04-29,Online,10636.55,Cancelled
2787,432,4,5,2023-12-22,Card,19729.22,Pending
2788,393,5,4,2025-11-19,POS,17404.06,Completed
2789,139,23,2,2024-11-22,Transfer,13135.48,Completed
2790,51,9,2,2025-06-20,Card,6954.08,Completed
2791,482,6,2,2025-11-10,Cash,34093.16,Completed
2792,208,10,3,2023-12-22,Transfer,27179.87,Pending
2793,382,23,4,2024-02-07,Card,4710.94,Completed
2794,500,25,10,2025-04-12,Online,1434.03,Cancelled
2795,442,5,8,2023-09-26,Cash,44972.29,Cancelled
2796,473,27,3,2023-01-15,POS,43131.04,Pending
2797,75,17,2,2025-12-28,Online,42718.85,Cancelled
2798,493,24,8,2023-08-31,Card,32922.4,Pending
2799,54,23,3,2024-12-08,POS,12469.88,Pending
2800,489,18,6,2023-01-10,Cash,4614.82,Completed
2801,453,11,6,2025-11-03,Cash,21527.57,Completed
2802,367,17,5,2024-07-25,Online,15712.65,Cancelled
2803,109,20,9,2025-01-29,Transfer,39730.27,Completed
2804,346,21,5,2023-09-02,POS,8379.12,Cancelled
2805,33,11,8,2024-09-12,Transfer,23068.88,Pending
2806,265,20,6,2024-09-17,Card,40839.5,Pending
2807,198,14,10,2024-12-31,Online,27112.17,Pending
2808,444,10,5,2023-02-23,Online,9619.98,Cancelled
2809,240,11,8,2024-11-01,Online,35503.4,Pending
2810,172,21,6,2023-12-06,Transfer,1291.98,Pending
2811,132,29,5,2024-01-28,Cash,23603.07,Cancelled
2812,99,5,4,2023-01-13,Transfer,27426.22,Cancelled
2813,218,13,5,2024-09-03,Cash,47682.24,Pending
2814,280,10,6,2025-10-06,Transfer,38793.6,Completed
2815,456,23,4,2024-05-20,Cash,38320.92,Completed
2816,4,5,1,2025-12-25,Online,31629.16,Pending
2817,177,5,3,2024-08-09,Transfer,15643.4,Pending
2818,103,21,1,2023-06-06,Transfer,44975.06,Pending
2819,418,30,3,2024-06-16,Transfer,28734.85,Completed
2820,47,8,7,2025-08-25,Transfer,32453.49,Pending
2821,416,19,10,2023-10-01,POS,13200.08,Cancelled
2822,326,25,7,2024-06-14,POS,35629.82,Completed
2823,200,26,6,2024-06-30,Online,35775.9,Pending
2824,204,12,10,2023-03-15,Online,2949.12,Completed
2825,449,17,6,2025-07-09,Transfer,17954.38,Cancelled
2826,442,24,5,2024-01-11,POS,47871.62,Completed
2827,52,22,8,2025-05-19,POS,38276.7,Completed
2828,322,2,10,2024-05-26,Transfer,41895.1,Pending
2829,341,15,6,2023-10-05,Transfer,46859.89,Cancelled
2830,321,9,1,2024-12-18,Cash,38843.61,Pending
2831,213,6,4,2025-09-06,Online,13178.66,Cancelled
2832,264,15,7,2023-04-20,Cash,39902.91,Completed
2833,416,14,1,2023-07-25,POS,43482.99,Pending
2834,239,30,3,2025-05-04,Card,39613.24,Pending
